,Name,Latitude,Longitude,Elevation
0,GSAT0101 (PRN E11),41.81207825832531,-12.031723897148431,29596712.127528407
1,GSAT0102 (PRN E12),55.79335460333933,58.577549356152076,29609171.64672449
2,GSAT0103 (PRN E19),22.330089620852824,89.35622704449865,29605571.470060986
3,GSAT0104 (PRN E20),35.89082023804846,103.0145140129711,29605708.308805615
4,GSAT0201 (PRN E18),-36.23547582243334,-129.9959849066339,32329092.503114693
5,GSAT0202 (PRN E14),21.721650441822067,67.07902657754494,24069583.76242375
6,GSAT0203 (PRN E26),-5.554153320382499,136.008421090251,29596399.92539929
7,GSAT0204 (PRN E22),25.861628209799502,-29.064085894707024,29607348.282379977
8,GSAT0205 (PRN E24),4.997269736988751,9.643011231506197,29609031.95497978
9,GSAT0206 (PRN E30),31.600440871619707,-142.3227207704613,29602122.148373637
10,GSAT0209 (PRN E09),-49.62651891444233,17.389517834230904,29605411.100795317
11,GSAT0208 (PRN E08),18.680667807382864,-121.20970448194522,29611549.428496294
12,GSAT0211 (PRN E02),55.40665596782849,-89.29171158188554,29618363.356778387
13,GSAT0210 (PRN E01),-55.45674437861374,91.22132825906121,29607861.3931893
14,GSAT0207 (PRN E07),49.12262871569092,-161.93484077479312,29620723.23265172
15,GSAT0212 (PRN E03),-18.02735881662969,-94.04819078107157,29610950.86867235
16,GSAT0213 (PRN E04),-17.946486092449362,59.46708546617121,29598379.942132145
17,GSAT0214 (PRN E05),-49.065183237823305,-52.87344270402045,29610861.806952696
18,GSAT0215 (PRN E21),-41.846499441732995,155.60108248439354,29606878.790570058
19,GSAT0216 (PRN E25),41.54900032013176,-23.947575542549313,29616966.86834262
20,GSAT0217 (PRN E27),-6.760855402600678,-171.81465488886414,29598198.463136185
21,GSAT0218 (PRN E31),-29.745662595831334,35.4488343129116,29597294.675505143
22,GSAT0221 (PRN E15),-55.981657850675894,-121.6616501444402,29615674.782548804
23,GSAT0222 (PRN E33),29.493068562427972,110.57900256482556,29604692.078886915
24,GSAT0219 (PRN E36),7.317351339855934,-43.148787999646,29599628.73770342
25,GSAT0220 (PRN E13),-42.64615470449444,168.7186893353348,29611936.720496383
