,Name,Latitude,Longitude, Elevation , Earth Radius + Elevation 
44,BEIDOU-3 M21,9.691349262,-120.2955888,21511346.44,27889483.44
18,BEIDOU-3 M1 (C19),-14.69351102,-16.70644713,21512067.3,27890204.3
8,BEIDOU 12 (C11),-43.60141339,-163.2101097,21514002.69,27892139.69
37,BEIDOU-3 M18 (C37),-35.99375318,82.93984933,21515424.97,27893561.97
36,BEIDOU-3 M17 (C36),-33.59110734,-37.51153567,21515440.15,27893577.15
19,BEIDOU-3 M2 (C20),20.78525862,8.876748007,21518977.05,27897114.05
33,BEIDOU-3 M15 (C34),43.88816766,-85.31729403,21522301.84,27900438.84
47,BEIDOU-3 M20,-22.15138737,-169.9956151,21525072.66,27903209.66
14,BEIDOU 19 (C58),27.94296836,-105.2575874,21525774.88,27903911.88
30,BEIDOU-3 M12 (C26),32.97868627,140.4710844,21526672.42,27904809.42
27,BEIDOU-3 M9 (C23),-1.631810562,113.1522102,21529442.63,27907579.63
34,BEIDOU-3 M16 (C35),-27.52143446,-148.3972064,21530563.75,27908700.75
22,BEIDOU-3 M5 (C21),-47.41647092,-54.78878785,21530688.89,27908825.89
41,BEIDOU-3 M23 (C45),-54.55477778,18.318579,21532184.36,27910321.36
24,BEIDOU-3 M7 (C29),53.69278318,-17.57874643,21532276.91,27910413.91
23,BEIDOU-3 M6 (C22),-51.4713516,-126.1945442,21533665.04,27911802.04
25,BEIDOU-3 M8 (C30),25.96814632,32.96602907,21535901.83,27914038.83
21,BEIDOU-3 M4 (C28),-43.40475529,95.5275769,21536467.27,27914604.27
42,BEIDOU-3 M24 (C46),2.033060337,-67.20551759,21537395.03,27915532.03
9,BEIDOU 13 (C12),-9.355060508,-131.4984528,21538328.75,27916465.75
20,BEIDOU-3 M3 (C27),-9.39921378,61.3781636,21539038.53,27917175.53
32,BEIDOU-3 M14 (C33),14.56213668,163.0458679,21541940.78,27920077.78
28,BEIDOU-3 M10 (C24),54.39037015,-156.7565071,21542880.7,27921017.7
29,BEIDOU-3 M11 (C25),37.54965992,-100.392083,21545379.73,27923516.73
45,BEIDOU-3 M22,-53.04757089,164.6216953,21548490.62,27926627.62
31,BEIDOU-3 M13 (C32),51.52677039,53.69566872,21549126.56,27927263.56
13,BEIDOU 18 (C57),-54.30677805,123.8158202,21556367.9,27934504.9
10,BEIDOU 15 (C14),-4.919533926,177.1517418,21559314.44,27937451.44
46,BEIDOU-3 M19,46.88932644,125.94672,21574160.76,27952297.76
